Professor,Publication Type,Venue,Title,Authors,Year,Research Field,Research Fields,Research Field Percentages,2D Points
Philipp Hennig,Informal or Other Publication,CoRR,Uncertainty and Structure in Neural Ordinary Differential Equations.,Katharina Ott;Michael Tiemann;Philipp Hennig,2023,Machine Learning,['Machine Learning'],[1.0],"[8.256495475769043, -33.45777130126953]"
Philipp Hennig,Informal or Other Publication,CoRR,Probabilistic Exponential Integrators.,Nathanael Bosch;Philipp Hennig;Filip Tronarp,2023,Machine Learning,['Machine Learning'],[1.0],"[-1.8963162899017334, -67.54940795898438]"
Philipp Hennig,Informal or Other Publication,CoRR,Benchmarking Neural Network Training Algorithms.,George E. Dahl;Frank Schneider;Zachary Nado;Naman Agarwal;Chandramouli Shama Sastry;Philipp Hennig;Sourabh Medapati;Runa Eschenhagen;Priya Kasimbeg;Daniel Suo;Juhan Bae;Justin Gilmer;Abel L. Peirson;Bilal Khan;Rohan Anil;Mike Rabbat;Shankar Krishnan;Daniel Snider;Ehsan Amid;Kongtao Chen;Chris J. Maddison;Rakshith Vasudev;Michal Badura;Ankush Garg;Peter Mattson,2023,Machine Learning,['Machine Learning'],[1.0],"[16.565610885620117, 1.4023340940475464]"
Philipp Hennig,Informal or Other Publication,CoRR,Parallel-in-Time Probabilistic Numerical ODE Solvers.,Nathanael Bosch;Adrien Corenflos;Fatemeh Yaghoobi;Filip Tronarp;Philipp Hennig;Simo Särkkä,2023,Machine Learning,['Machine Learning'],[1.0],"[38.59619140625, -42.00469207763672]"
Philipp Hennig,Informal or Other Publication,CoRR,Accelerating Generalized Linear Models by Trading off Computation for Uncertainty.,Lukas Tatzel;Jonathan Wenger;Frank Schneider;Philipp Hennig,2023,Machine Learning,['Machine Learning'],[0.8],"[34.84003829956055, -28.490266799926758]"
Philipp Hennig,Informal or Other Publication,CoRR,Kronecker-Factored Approximate Curvature for Modern Neural Network Architectures.,Runa Eschenhagen;Alexander Immer;Richard E. Turner;Frank Schneider;Philipp Hennig,2023,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[-31.996843338012695, -15.024162292480469]"
Philipp Hennig,Journal Article,J. Comput. Neurosci.,Probabilistic solvers enable a straight-forward exploration of numerical uncertainty in neuroscience models.,Jonathan Oesterle;Nicholas Krämer;Philipp Hennig;Philipp Berens,2022,Machine Learning,['Machine Learning'],[1.0],"[35.52655792236328, -41.261070251464844]"
Philipp Hennig,Journal Article,J. Comput. Neurosci.,Correction to: Probabilistic solvers enable a straight-forward exploration of numerical uncertainty in neuroscience models.,Jonathan Oesterle;Nicholas Krämer;Philipp Hennig;Philipp Berens,2022,Machine Learning,['Machine Learning'],[1.0],"[35.440582275390625, -40.72468566894531]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Being a Bit Frequentist Improves Bayesian Neural Networks.,Agustinus Kristiadi;Matthias Hein;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[14.095081329345703, -1.0452821254730225]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Probabilistic Numerical Method of Lines for Time-Dependent Partial Differential Equations.,Nicholas Krämer;Jonathan Schmidt;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[10.303071975708008, -34.85640335083008]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Discovering Inductive Bias with Gibbs Priors: A Diagnostic Tool for Approximate Bayesian Inference.,Luca Rendsburg;Agustinus Kristiadi;Philipp Hennig;Ulrike von Luxburg,2022,Machine Learning,['Machine Learning'],[1.0],"[34.010963439941406, -12.646328926086426]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Pick-and-Mix Information Operators for Probabilistic ODE Solvers.,Nathanael Bosch;Filip Tronarp;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[39.570823669433594, -42.5624885559082]"
Philipp Hennig,Conference or Workshop Paper,GECCO Companion,Uncertainty in equation learning.,Matthias Werner;Andrej Junginger;Philipp Hennig;Georg Martius,2022,Machine Learning,['Machine Learning'],[1.0],"[6.7759199142456055, -35.58888626098633]"
Philipp Hennig,Conference or Workshop Paper,ICML,Probabilistic ODE Solutions in Millions of Dimensions.,Nicholas Krämer;Nathanael Bosch;Jonathan Schmidt;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[38.965641021728516, -44.793251037597656]"
Philipp Hennig,Conference or Workshop Paper,ICML,Fenrir: Physics-Enhanced Regression for Initial Value Problems.,Filip Tronarp;Nathanael Bosch;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[-3.1266636848449707, -72.7884750366211]"
Philipp Hennig,Conference or Workshop Paper,ICML,Preconditioning for Scalable Gaussian Process Hyperparameter Optimization.,Jonathan Wenger;Geoff Pleiss;Philipp Hennig;John P. Cunningham;Jacob R. Gardner,2022,Machine Learning,['Machine Learning'],[1.0],"[-10.80759048461914, -18.785472869873047]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Posterior Refinement Improves Sample Efficiency in Bayesian Neural Networks.,Agustinus Kristiadi;Runa Eschenhagen;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[14.63325023651123, -2.0168962478637695]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Posterior and Computational Uncertainty in Gaussian Processes.,Jonathan Wenger;Geoff Pleiss;Marvin Pförtner;Philipp Hennig;John P. Cunningham,2022,Machine Learning,['Machine Learning'],[1.0],"[-14.210264205932617, -19.671836853027344]"
Philipp Hennig,Conference or Workshop Paper,UAI,Fast predictive uncertainty for classification with Bayesian deep networks.,Marius Hobbhahn;Agustinus Kristiadi;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[7.586740970611572, 4.520815372467041]"
Philipp Hennig,Informal or Other Publication,CoRR,Approximate Bayesian Neural Operators: Uncertainty Quantification for Parametric PDEs.,Emilia Magnani;Nicholas Krämer;Runa Eschenhagen;Lorenzo Rosasco;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[51.01594924926758, -45.2955207824707]"
Philipp Hennig,Informal or Other Publication,CoRR,Optimistic Optimization of Gaussian Process Samples.,Julia Grosse;Cheng Zhang;Philipp Hennig,2022,Machine Learning,['Machine Learning'],[1.0],"[-12.411794662475586, -17.067411422729492]"
Philipp Hennig,Informal or Other Publication,CoRR,Physics-Informed Gaussian Process Regression Generalizes Linear PDE Solvers.,Marvin Pförtner;Ingo Steinwart;Philipp Hennig;Jonathan Wenger,2022,Machine Learning,['Machine Learning'],[1.0],"[-15.217672348022461, -18.13332176208496]"
Philipp Hennig,Journal Article,IEEE Robotics Autom. Lett.,Robot Learning With Crash Constraints.,Alonso Marco;Dominik Baumann;Majid Khadiv;Philipp Hennig;Ludovic Righetti;Sebastian Trimpe,2021,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-65.95670318603516, 20.87087059020996]"
Philipp Hennig,Journal Article,Stat. Comput.,Bayesian ODE solvers: the maximum a posteriori estimate.,Filip Tronarp;Simo Särkkä;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[41.38885498046875, -43.87520980834961]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Calibrated Adaptive Probabilistic ODE Solvers.,Nathanael Bosch;Philipp Hennig;Filip Tronarp,2021,Machine Learning,['Machine Learning'],[1.0],"[40.26649475097656, -41.8186149597168]"
Philipp Hennig,Conference or Workshop Paper,ICLR,ResNet After All: Neural ODEs and Their Numerical Solution.,Katharina Ott;Prateek Katiyar;Philipp Hennig;Michael Tiemann,2021,Machine Learning,['Machine Learning'],[1.0],"[38.11573791503906, -45.01880645751953]"
Philipp Hennig,Conference or Workshop Paper,ICML,High-Dimensional Gaussian Process Inference with Derivatives.,Filip de Roos;Alexandra Gessner;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[-14.925296783447266, -21.202600479125977]"
Philipp Hennig,Conference or Workshop Paper,ICML,Bayesian Quadrature on Riemannian Data Manifolds.,Christian Fröhlich;Alexandra Gessner;Philipp Hennig;Bernhard Schölkopf;Georgios Arvanitidis,2021,Machine Learning,['Machine Learning'],[1.0],"[26.37822723388672, -31.48246955871582]"
Philipp Hennig,Conference or Workshop Paper,ICML,Descending through a Crowded Valley - Benchmarking Deep Learning Optimizers.,Robin M. Schmidt;Frank Schneider;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[-0.2001579850912094, 18.548322677612305]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Linear-Time Probabilistic Solution of Boundary Value Problems.,Nicholas Krämer;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[-4.433417320251465, -71.78406524658203]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,A Probabilistic State Space Model for Joint Inference from Differential Equations and Data.,Jonathan Schmidt;Nicholas Krämer;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[10.498745918273926, -33.99887466430664]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,An Infinite-Feature Extension for Bayesian ReLU Nets That Fixes Their Asymptotic Overconfidence.,Agustinus Kristiadi;Matthias Hein;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[58.620811462402344, -43.28336715698242]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Laplace Redux - Effortless Bayesian Deep Learning.,Erik Daxberger;Agustinus Kristiadi;Alexander Immer;Runa Eschenhagen;Matthias Bauer;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[0.75],"[55.40226364135742, -48.42162322998047]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Cockpit: A Practical Debugging Tool for the Training of Deep Neural Networks.,Frank Schneider;Felix Dangel;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[12.765213966369629, 4.592898845672607]"
Philipp Hennig,Conference or Workshop Paper,UAI,Learnable uncertainty under Laplace approximations.,Agustinus Kristiadi;Matthias Hein;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[54.10676193237305, -50.302391052246094]"
Philipp Hennig,Conference or Workshop Paper,UAI,Probabilistic DAG search.,Julia Grosse;Cheng Zhang;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[1.652996301651001, -69.6248779296875]"
Philipp Hennig,Informal or Other Publication,CoRR,Cockpit: A Practical Debugging Tool for Training Deep Neural Networks.,Frank Schneider;Felix Dangel;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[12.765213966369629, 4.592898845672607]"
Philipp Hennig,Informal or Other Publication,CoRR,A Probabilistically Motivated Learning Rate Adaptation for Stochastic Optimization.,Filip de Roos;Carl Jidling;Adrian Wills;Thomas B. Schön;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[7.236475467681885, -67.43356323242188]"
Philipp Hennig,Informal or Other Publication,CoRR,Laplace Matching for fast Approximate Inference in Generalized Linear Models.,Marius Hobbhahn;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[52.87274169921875, -49.05990982055664]"
Philipp Hennig,Informal or Other Publication,CoRR,Informed Equation Learning.,Matthias Werner;Andrej Junginger;Philipp Hennig;Georg Martius,2021,Machine Learning,['Machine Learning'],[1.0],"[5.1689863204956055, -35.30818557739258]"
Philipp Hennig,Informal or Other Publication,CoRR,ViViT: Curvature access through the generalized Gauss-Newton's low-rank structure.,Felix Dangel;Lukas Tatzel;Philipp Hennig,2021,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[53.0440559387207, -67.35127258300781]"
Philipp Hennig,Informal or Other Publication,CoRR,Linear-Time Probabilistic Solutions of Boundary Value Problems.,Nicholas Krämer;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[-4.433462142944336, -71.7840805053711]"
Philipp Hennig,Informal or Other Publication,CoRR,Probabilistic DAG Search.,Julia Grosse;Cheng Zhang;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[1.652996301651001, -69.6248779296875]"
Philipp Hennig,Informal or Other Publication,CoRR,Reducing the Variance of Gaussian Process Hyperparameter Optimization with Preconditioning.,Jonathan Wenger;Geoff Pleiss;Philipp Hennig;John P. Cunningham;Jacob R. Gardner,2021,Machine Learning,['Machine Learning'],[1.0],"[-10.860358238220215, -18.77927017211914]"
Philipp Hennig,Informal or Other Publication,CoRR,Mixtures of Laplace Approximations for Improved Post-Hoc Uncertainty in Deep Learning.,Runa Eschenhagen;Erik Daxberger;Philipp Hennig;Agustinus Kristiadi,2021,Machine Learning,['Machine Learning'],[1.0],"[54.72282409667969, -49.05007553100586]"
Philipp Hennig,Informal or Other Publication,CoRR,ProbNum: Probabilistic Numerics in Python.,Jonathan Wenger;Nicholas Krämer;Marvin Pförtner;Jonathan Schmidt;Nathanael Bosch;Nina Effenberger;Johannes Zenn;Alexandra Gessner;Toni Karvonen;François-Xavier Briol;Maren Mahsereci;Philipp Hennig,2021,Machine Learning,['Machine Learning'],[1.0],"[33.22334289550781, -41.86479949951172]"
Philipp Hennig,Informal or Other Publication,Dagstuhl Reports,Probabilistic Numerical Methods - From Theory to Implementation (Dagstuhl Seminar 21432).,Philipp Hennig;Ilse C. F. Ipsen;Maren Mahsereci;Tim Sullivan,2021,Machine Learning,['Machine Learning'],[1.0],"[-29.245540618896484, -29.662700653076172]"
Philipp Hennig,Journal Article,J. Mach. Learn. Res.,Conjugate Gradients for Kernel Machines.,Simon Bartels;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[-1.7632511854171753, -58.89223098754883]"
Philipp Hennig,Journal Article,Stat. Comput.,Convergence rates of Gaussian ODE filters.,Hans Kersting;Timothy John Sullivan;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[39.705101013183594, -47.71084976196289]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Modular Block-diagonal Curvature Approximations for Feedforward Architectures.,Felix Dangel;Stefan Harmeling;Philipp Hennig,2020,Computer Vision,['Computer Vision'],[1.0],"[-31.742206573486328, -15.581442832946777]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Integrals over Gaussians under Linear Domain Constraints.,Alexandra Gessner;Oindrila Kanjilal;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[-15.171689987182617, -16.891414642333984]"
Philipp Hennig,Conference or Workshop Paper,ICBINB@NeurIPS,Self-Tuning Stochastic Optimization with Curvature-Aware Gradient Filtering.,Ricky T. Q. Chen;Dami Choi;Lukas Balles;David Duvenaud;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[0.75],"[10.091681480407715, -68.32182312011719]"
Philipp Hennig,Conference or Workshop Paper,ICML,Differentiable Likelihoods for Fast Inversion of 'Likelihood-Free' Dynamical Systems.,Hans Kersting;Nicholas Krämer;Martin Schiegg;Christian Daniel;Michael Tiemann;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[-5.055017471313477, 23.87158203125]"
Philipp Hennig,Conference or Workshop Paper,ICML,"Being Bayesian, Even Just a Bit, Fixes Overconfidence in ReLU Networks.",Agustinus Kristiadi;Matthias Hein;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[58.35969924926758, -41.15933609008789]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Probabilistic Linear Solvers for Machine Learning.,Jonathan Wenger;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[38.458282470703125, -38.62240982055664]"
Philipp Hennig,Informal or Other Publication,CoRR,Fast Predictive Uncertainty for Classification with Bayesian Deep Networks.,Marius Hobbhahn;Agustinus Kristiadi;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[7.586897373199463, 4.52073860168457]"
Philipp Hennig,Informal or Other Publication,CoRR,Bayesian ODE Solvers: The Maximum A Posteriori Estimate.,Filip Tronarp;Simo Särkkä;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[41.38885498046875, -43.87520980834961]"
Philipp Hennig,Informal or Other Publication,CoRR,When are Neural ODE Solutions Proper ODEs?,Katharina Ott;Prateek Katiyar;Philipp Hennig;Michael Tiemann,2020,Machine Learning,['Machine Learning'],[1.0],"[38.56173324584961, -44.98091506958008]"
Philipp Hennig,Informal or Other Publication,CoRR,Fixing Asymptotic Uncertainty of Bayesian Neural Networks with Infinite ReLU Features.,Agustinus Kristiadi;Matthias Hein;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[56.25632095336914, -42.89897918701172]"
Philipp Hennig,Informal or Other Publication,CoRR,Learnable Uncertainty under Laplace Approximations.,Agustinus Kristiadi;Matthias Hein;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[54.10676193237305, -50.302391052246094]"
Philipp Hennig,Informal or Other Publication,CoRR,Robot Learning with Crash Constraints.,Alonso Marco;Dominik Baumann;Majid Khadiv;Philipp Hennig;Ludovic Righetti;Sebastian Trimpe,2020,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-65.95663452148438, 20.870872497558594]"
Philipp Hennig,Informal or Other Publication,CoRR,Stable Implementation of Probabilistic ODE Solvers.,Nicholas Krämer;Philipp Hennig,2020,Machine Learning,['Machine Learning'],[1.0],"[39.396827697753906, -41.42302322387695]"
Philipp Hennig,Journal Article,Stat. Comput.,A probabilistic model for the numerical solution of initial value problems.,Michael Schober;Simo Särkkä;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[-3.523375988006592, -72.42254638671875]"
Philipp Hennig,Journal Article,Stat. Comput.,Probabilistic linear solvers: a unifying view.,Simon Bartels;Jon Cockayne;Ilse C. F. Ipsen;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[38.058345794677734, -38.01895523071289]"
Philipp Hennig,Journal Article,Stat. Comput.,Probabilistic solutions to ordinary differential equations as nonlinear Bayesian filtering: a new perspective.,Filip Tronarp;Hans Kersting;Simo Särkkä;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[9.336315155029297, -32.91154098510742]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Active Probabilistic Inference on Matrices for Pre-Conditioning in Stochastic Optimization.,Filip de Roos;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[7.391164779663086, -68.42233276367188]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Fast and Robust Shortest Paths on Manifolds Learned from Data.,Georgios Arvanitidis;Søren Hauberg;Philipp Hennig;Michael Schober,2019,Machine Learning,['Machine Learning'],[0.75],"[25.767974853515625, -34.60016632080078]"
Philipp Hennig,Conference or Workshop Paper,ICLR (Poster),DeepOBS: A Deep Learning Optimizer Benchmark Suite.,Frank Schneider;Lukas Balles;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[-0.5789459943771362, 18.62675666809082]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Limitations of the empirical Fisher approximation for natural gradient descent.,Frederik Kunstner;Philipp Hennig;Lukas Balles,2019,Machine Learning,['Machine Learning'],[1.0],"[-4.397919654846191, -65.73296356201172]"
Philipp Hennig,Conference or Workshop Paper,NeurIPS,Convergence Guarantees for Adaptive Bayesian Quadrature Methods.,Motonobu Kanagawa;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[26.233247756958008, -30.240501403808594]"
Philipp Hennig,Informal or Other Publication,CoRR,A Modular Approach to Block-diagonal Hessian Approximations for Second-order Optimization Methods.,Felix Dangel;Philipp Hennig,2019,Machine Learning,['Machine Learning'],[1.0],"[-31.367136001586914, -15.83566951751709]"
Philipp Hennig,Informal or Other Publication,CoRR,Uncertainty Estimates for Ordinal Embeddings.,Michael Lohaus;Philipp Hennig;Ulrike von Luxburg,2019,Machine Learning,['Machine Learning'],[1.0],"[-21.14331817626953, -5.2807464599609375]"
Philipp Hennig,Informal or Other Publication,CoRR,Classified Regression for Bayesian Optimization: Robot Learning with Unknown Penalties.,Alonso Marco;Dominik Baumann;Philipp Hennig;Sebastian Trimpe,2019,Machine Learning,['Machine Learning'],[0.8571428571428571],"[-46.55588150024414, -6.947624683380127]"
Philipp Hennig,Conference or Workshop Paper,ICML,"Dissecting Adam: The Sign, Magnitude and Variance of Stochastic Gradients.",Lukas Balles;Philipp Hennig,2018,Machine Learning,['Machine Learning'],[1.0],"[9.645102500915527, -69.91975402832031]"
Philipp Hennig,Informal or Other Publication,CoRR,Gaussian Processes and Kernel Methods: A Review on Connections and Equivalences.,Motonobu Kanagawa;Philipp Hennig;Dino Sejdinovic;Bharath K. Sriperumbudur,2018,Machine Learning,['Machine Learning'],[1.0],"[-13.169108390808105, -22.13423728942871]"
Philipp Hennig,Informal or Other Publication,CoRR,Convergence Rates of Gaussian ODE Filters.,Hans Kersting;Timothy John Sullivan;Philipp Hennig,2018,Machine Learning,['Machine Learning'],[1.0],"[39.70514678955078, -47.710838317871094]"
Philipp Hennig,Journal Article,J. Mach. Learn. Res.,Probabilistic Line Searches for Stochastic Optimization.,Maren Mahsereci;Philipp Hennig,2017,Machine Learning,['Machine Learning'],[1.0],"[6.6143717765808105, -68.538818359375]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Fast Bayesian Optimization of Machine Learning Hyperparameters on Large Datasets.,Aaron Klein;Stefan Falkner;Simon Bartels;Philipp Hennig;Frank Hutter,2017,Machine Learning,['Machine Learning'],[1.0],"[-9.612621307373047, -19.06961441040039]"
Philipp Hennig,Conference or Workshop Paper,CDC,On the design of LQR kernels for efficient controller learning.,Alonso Marco;Philipp Hennig;Stefan Schaal;Sebastian Trimpe,2017,Machine Learning,['Machine Learning'],[1.0],"[-33.52857208251953, 3.6132009029388428]"
Philipp Hennig,Conference or Workshop Paper,ICRA,Virtual vs. real: Trading off simulations and physical experiments in reinforcement learning with Bayesian optimization.,Alonso Marco;Felix Berkenkamp;Philipp Hennig;Angela P. Schoellig;Andreas Krause;Stefan Schaal;Sebastian Trimpe,2017,Machine Learning,['Machine Learning'],[1.0],"[-42.093326568603516, -3.855858087539673]"
Philipp Hennig,Conference or Workshop Paper,UAI,Coupling Adaptive Batch Sizes with Learning Rates.,Lukas Balles;Javier Romero;Philipp Hennig,2017,Machine Learning,['Machine Learning'],[1.0],"[7.057891845703125, -65.6081771850586]"
Philipp Hennig,Informal or Other Publication,CoRR,Virtual vs. Real: Trading Off Simulations and Physical Experiments in Reinforcement Learning with Bayesian Optimization.,Alonso Marco;Felix Berkenkamp;Philipp Hennig;Angela P. Schoellig;Andreas Krause;Stefan Schaal;Sebastian Trimpe,2017,Machine Learning,['Machine Learning'],[1.0],"[-42.094154357910156, -3.8562731742858887]"
Philipp Hennig,Informal or Other Publication,CoRR,Follow the Signs for Robust Stochastic Optimization.,Lukas Balles;Philipp Hennig,2017,Machine Learning,['Machine Learning'],[1.0],"[9.104987144470215, -69.34925079345703]"
Philipp Hennig,Informal or Other Publication,CoRR,Krylov Subspace Recycling for Fast Iterative Least-Squares in Machine Learning.,Filip de Roos;Philipp Hennig,2017,Machine Learning,['Machine Learning'],[1.0],"[38.700035095214844, -32.98406982421875]"
Philipp Hennig,Informal or Other Publication,CoRR,Probabilistic Active Learning of Functions in Structural Causal Models.,Paul K. Rubenstein;Ilya O. Tolstikhin;Philipp Hennig;Bernhard Schölkopf,2017,Machine Learning,['Machine Learning'],[1.0],"[1.5935581922531128, -32.81195068359375]"
Philipp Hennig,Informal or Other Publication,CoRR,On the Design of LQR Kernels for Efficient Controller Learning.,Alonso Marco;Philipp Hennig;Stefan Schaal;Sebastian Trimpe,2017,Machine Learning,['Machine Learning'],[1.0],"[-33.52857208251953, 3.6132009029388428]"
Philipp Hennig,Informal or Other Publication,CoRR,Bayesian Filtering for ODEs with Bounded Derivatives.,Emilia Magnani;Hans Kersting;Michael Schober;Philipp Hennig,2017,Machine Learning,['Machine Learning'],[1.0],"[41.19770431518555, -47.55474853515625]"
Philipp Hennig,Journal Article,J. Mach. Learn. Res.,Dual Control for Approximate Bayesian Reinforcement Learning.,Edgar D. Klenske;Philipp Hennig,2016,Machine Learning,['Machine Learning'],[1.0],"[-34.866729736328125, 1.437017798423767]"
Philipp Hennig,Journal Article,IEEE Trans. Control. Syst. Technol.,Gaussian Process-Based Predictive Control for Periodic Error Correction.,Edgar D. Klenske;Melanie Nicole Zeilinger;Bernhard Schölkopf;Philipp Hennig,2016,Machine Learning,['Machine Learning'],[1.0],"[-20.68484115600586, -17.96470832824707]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Batch Bayesian Optimization via Local Penalization.,Javier González;Zhenwen Dai;Philipp Hennig;Neil D. Lawrence,2016,Machine Learning,['Machine Learning'],[0.75],"[6.678035259246826, -64.17660522460938]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Probabilistic Approximate Least-Squares.,Simon Bartels;Philipp Hennig,2016,Machine Learning,['Machine Learning'],[1.0],"[38.62934494018555, -33.71017074584961]"
Philipp Hennig,Conference or Workshop Paper,ICRA,Automatic LQR tuning based on Gaussian process global optimization.,Alonso Marco;Philipp Hennig;Jeannette Bohg;Stefan Schaal;Sebastian Trimpe,2016,Machine Learning,['Machine Learning'],[1.0],"[-14.621667861938477, -14.930487632751465]"
Philipp Hennig,Conference or Workshop Paper,UAI,Active Uncertainty Calibration in Bayesian ODE Solvers.,Hans Kersting;Philipp Hennig,2016,Machine Learning,['Machine Learning'],[1.0],"[41.11598587036133, -41.95217514038086]"
Philipp Hennig,Informal or Other Publication,CoRR,Automatic LQR Tuning Based on Gaussian Process Global Optimization.,Alonso Marco;Philipp Hennig;Jeannette Bohg;Stefan Schaal;Sebastian Trimpe,2016,Machine Learning,['Machine Learning'],[1.0],"[-14.621667861938477, -14.930487632751465]"
Philipp Hennig,Informal or Other Publication,CoRR,Exact Sampling from Determinantal Point Processes.,Philipp Hennig;Roman Garnett,2016,Computer Vision,['Computer Vision'],[1.0],"[-11.534388542175293, -15.62572193145752]"
Philipp Hennig,Informal or Other Publication,Dagstuhl Reports,New Directions for Learning with Kernels and Gaussian Processes (Dagstuhl Seminar 16481).,Arthur Gretton;Philipp Hennig;Carl Edward Rasmussen;Bernhard Schölkopf,2016,Machine Learning,['Machine Learning'],[1.0],"[-17.27019691467285, -22.748600006103516]"
Philipp Hennig,Journal Article,SIAM J. Optim.,Probabilistic Interpretation of Linear Solvers.,Philipp Hennig,2015,Machine Learning,['Machine Learning'],[1.0],"[38.49378967285156, -38.65061950683594]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Inference of Cause and Effect with Unsupervised Inverse Regression.,Eleni Sgouritsa;Dominik Janzing;Philipp Hennig;Bernhard Schölkopf,2015,Machine Learning,['Machine Learning'],[0.8],"[-21.37529754638672, -33.074310302734375]"
Philipp Hennig,Conference or Workshop Paper,MICCAI (1),A Random Riemannian Metric for Probabilistic Shortest-Path Tractography.,Søren Hauberg;Michael Schober;Matthew G. Liptrot;Philipp Hennig;Aasa Feragen,2015,Machine Learning,['Machine Learning'],[0.75],"[13.379189491271973, -33.306888580322266]"
Philipp Hennig,Informal or Other Publication,CoRR,Probabilistic Numerics and Uncertainty in Computations.,Philipp Hennig;Michael A. Osborne;Mark A. Girolami,2015,Machine Learning,['Machine Learning'],[1.0],"[33.89496994018555, -42.08106231689453]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Probabilistic Solutions to Differential Equations and their Application to Riemannian Statistics.,Philipp Hennig;Søren Hauberg,2014,Machine Learning,['Machine Learning'],[1.0],"[11.917981147766113, -33.67694854736328]"
Philipp Hennig,Conference or Workshop Paper,GCPR,Probabilistic Progress Bars.,Martin Kiefel;Christian J. Schuler;Philipp Hennig,2014,Machine Learning,['Machine Learning'],[1.0],"[57.27954864501953, -8.269718170166016]"
