Professor,Publication Type,Venue,Title,Authors,Year
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,Online learning with kernels,Jyrki Kivinen;Alexander J. Smola;Robert C. Williamson,2004
Robert C. Williamson,Paper,{IEEE} Trans. Speech Audio Process.,"Particle filtering algorithms for tracking an acoustic source in a
reverberant environment",Darren B. Ward;Eric A. Lehmann;Robert C. Williamson,2003
Robert C. Williamson,Journal,"2003 {IEEE} International Conference on Acoustics, Speech, and Signal
Processing, {ICASSP} '03, Hong Kong, April 6-10, 2003","Experimental comparison of particle filtering algorithms for acoustic
source localization in a reverberant room",Eric A. Lehmann;Darren B. Ward;Robert C. Williamson,2003
Robert C. Williamson,Journal,"2003 {IEEE} International Conference on Acoustics, Speech, and Signal
Processing, {ICASSP} '03, Hong Kong, April 6-10, 2003",Acoustic beamforming exploiting directionality of human speech sources,Terence Betlehem;Robert C. Williamson,2003
Robert C. Williamson,Journal,"2003 {IEEE} International Conference on Acoustics, Speech, and Signal
Processing, {ICASSP} '03, Hong Kong, April 6-10, 2003",Channel equalization and the Bayes point machine,Edward Harrington;Jyrki Kivinen;Robert C. Williamson,2003
Robert C. Williamson,Journal,"Proceedings 2003 {IEEE} Information Theory Workshop, {ITW} 2003, La
Sorbonne, Paris, France, 31 March - 4 April, 2003",Loop removal from {LDPC} codes,James A. McGowan;Robert C. Williamson,2003
Robert C. Williamson,Journal,"Advances in Knowledge Discovery and Data Mining, 7th Pacific-Asia
Conference, {PAKDD} 2003, Seoul, Korea, April 30 - May 2, 2003, Proceedings",Online Bayes Point Machines,Edward Harrington;Ralf Herbrich;Jyrki Kivinen;John C. Platt;Robert C. Williamson,2003
Robert C. Williamson,Paper,J. Mach. Learn. Res.,Algorithmic Luckiness,Ralf Herbrich;Robert C. Williamson,2002
Robert C. Williamson,Paper,{IEEE} Trans. Inf. Theory,Covering numbers for support vector machines,Ying Guo;Peter L. Bartlett;John Shawe{-}Taylor;Robert C. Williamson,2002
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,Exploiting sparsity in adaptive filters,Richard K. Martin;William A. Sethares;Robert C. Williamson;C. Richard Johnson Jr.,2002
Robert C. Williamson,Journal,"Algorithmic Learning Theory, 13th International Conference, {ALT}
2002, L{\""{u}}beck, Germany, November 24-26, 2002, Proceedings",Large Margin Classification for Moving Targets,Jyrki Kivinen;Alexander J. Smola;Robert C. Williamson,2002
Robert C. Williamson,Journal,"Computational Learning Theory, 15th Annual Conference on Computational
Learning Theory, {COLT} 2002, Sydney, Australia, July 8-10, 2002,
Proceedings",Agnostic Learning Nonconvex Function Classes,Shahar Mendelson;Robert C. Williamson,2002
Robert C. Williamson,Journal,"Proceedings of the {IEEE} International Conference on Acoustics, Speech,
and Signal Processing, {ICASSP} 2002, May 13-17 2002, Orlando, Florida,
{USA}","Particle filter beamforming for acoustic source localization in a
reverberant environment",Darren B. Ward;Robert C. Williamson,2002
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 15 [Neural Information
Processing Systems, {NIPS} 2002, December 9-14, 2002, Vancouver, British
Columbia, Canada]",Hyperkernels,Cheng Soon Ong;Alexander J. Smola;Robert C. Williamson,2002
Robert C. Williamson,Paper,J. Mach. Learn. Res.,Regularized Principal Manifolds,"Alexander J. Smola;Sebastian Mika;Bernhard Sch{\""{o}}lkopf;Robert C. Williamson",2001
Robert C. Williamson,Paper,J. Mach. Learn. Res.,"Prior Knowledge and Preferential Structures in Gradient Descent Learning
Algorithms",Robert E. Mahony;Robert C. Williamson,2001
Robert C. Williamson,Paper,Neural Comput.,Estimating the Support of a High-Dimensional Distribution,"Bernhard Sch{\""{o}}lkopf;John C. Platt;John Shawe{-}Taylor;Alexander J. Smola;Robert C. Williamson",2001
Robert C. Williamson,Paper,{IEEE} Trans. Inf. Theory,"Generalization performance of regularization networks and support
vector machines via entropy numbers of compact operators","Robert C. Williamson;Alexander J. Smola;Bernhard Sch{\""{o}}lkopf",2001
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,Convergence of exponentiated gradient algorithms,Simon I. Hill;Robert C. Williamson,2001
Robert C. Williamson,Journal,"Proceedings of the 2001 International Symposium on Circuits and Systems,
{ISCAS} 2001, Sydney, Australia, May 6-9, 2001",Very low voltage power conversion,Marshall Shepard;Robert C. Williamson,2001
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 14 [Neural Information
Processing Systems: Natural and Synthetic, {NIPS} 2001, December 3-8,
2001, Vancouver, British Columbia, Canada]",Algorithmic Luckiness,Ralf Herbrich;Robert C. Williamson,2001
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 14 [Neural Information
Processing Systems: Natural and Synthetic, {NIPS} 2001, December 3-8,
2001, Vancouver, British Columbia, Canada]",Kernel Machines and Boolean Functions,Adam Kowalczyk;Alexander J. Smola;Robert C. Williamson,2001
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 14 [Neural Information
Processing Systems: Natural and Synthetic, {NIPS} 2001, December 3-8,
2001, Vancouver, British Columbia, Canada]",Online Learning with Kernels,Jyrki Kivinen;Alexander J. Smola;Robert C. Williamson,2001
Robert C. Williamson,Paper,Neural Comput.,New Support Vector Algorithms,"Bernhard Sch{\""{o}}lkopf;Alexander J. Smola;Robert C. Williamson;Peter L. Bartlett",2000
Robert C. Williamson,Paper,{IEEE} Trans. Speech Audio Process.,Equalization in an acoustic reverberant environment: robustness results,Biljana D. Radlovic;Robert C. Williamson;Rodney A. Kennedy,2000
Robert C. Williamson,Journal,"Proceedings of the Thirteenth Annual Conference on Computational Learning
Theory {(COLT} 2000), June 28 - July 1, 2000, Palo Alto, California,
{USA}",Entropy Numbers of Linear Function Classes,"Robert C. Williamson;Alexander J. Smola;Bernhard Sch{\""{o}}lkopf",2000
Robert C. Williamson,Journal,"{IEEE} International Conference on Acoustics, Speech, and Signal Processing.
{ICASSP} 2000, 5-9 June, 2000, Hilton Hotel and Convention Center,
Istanbul, Turkey",Error performance of a channel of known impulse response,Paul D. Teal;Robert C. Williamson;Rodney A. Kennedy,2000
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 13, Papers from
Neural Information Processing Systems {(NIPS)} 2000, Denver, CO, {USA}",From Margin to Sparsity,Thore Graepel;Ralf Herbrich;Robert C. Williamson,2000
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 13, Papers from
Neural Information Processing Systems {(NIPS)} 2000, Denver, CO, {USA}",Regularization with Dot-Product Kernels,Alexander J. Smola;Zolt{\'{a}}n L. {\'{O}}v{\'{a}}ri;Robert C. Williamson,2000
Robert C. Williamson,Paper,{IEEE} Signal Process. Lett.,Noise modeling for nearfield array optimization,Thushara D. Abhayapala;Rodney A. Kennedy;Robert C. Williamson,1999
Robert C. Williamson,Paper,{IEEE} Trans. Autom. Control.,Finite sample properties of linear model identification,Erik Weyer;Robert C. Williamson;Iven M. Y. Mareels,1999
Robert C. Williamson,Journal,"Proceedings of the Twelfth Annual Conference on Computational Learning
Theory, {COLT} 1999, Santa Cruz, CA, USA, July 7-9, 1999",Covering Numbers for Support Vector Machines,Ying Guo;Peter L. Bartlett;John Shawe{-}Taylor;Robert C. Williamson,1999
Robert C. Williamson,Journal,"Computational Learning Theory, 4th European Conference, EuroCOLT '99,
Nordkirchen, Germany, March 29-31, 1999, Proceedings",Regularized Principal Manifolds,"Alexander J. Smola;Robert C. Williamson;Sebastian Mika;Bernhard Sch{\""{o}}lkopf",1999
Robert C. Williamson,Journal,"Computational Learning Theory, 4th European Conference, EuroCOLT '99,
Nordkirchen, Germany, March 29-31, 1999, Proceedings","Entropy Numbers, Operators and Support Vector Kernels","Robert C. Williamson;Alexander J. Smola;Bernhard Sch{\""{o}}lkopf",1999
Robert C. Williamson,Journal,"Proceedings of the 1999 {IEEE} International Conference on Acoustics,
Speech, and Signal Processing, {ICASSP} '99, Phoenix, Arizona, USA,
March 15-19, 1999",On the poor robustness of sound equalization in reverberant environments,Biljana D. Radlovic;Robert C. Williamson;Rodney A. Kennedy,1999
Robert C. Williamson,Journal,"{ISSPA} '99. Proceedings of the Fifth International Symposium on Signal
Processing and its Applications, Brisbane, QL, Australia, August 22-25,
1999",An analysis of the exponentiated gradient descent algorithm,Simon I. Hill;Robert C. Williamson,1999
Robert C. Williamson,Journal,"{ISSPA} '99. Proceedings of the Fifth International Symposium on Signal
Processing and its Applications, Brisbane, QL, Australia, August 22-25,
1999",Nearfield broadband adaptive beamforming,Thushara D. Abhayapala;Rodney A. Kennedy;Robert C. Williamson;Darren B. Ward,1999
Robert C. Williamson,Journal,"{ISSPA} '99. Proceedings of the Fifth International Symposium on Signal
Processing and its Applications, Brisbane, QL, Australia, August 22-25,
1999",Beamforming for a source located in the interior of a sensor array,Darren B. Ward;Robert C. Williamson,1999
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 12, {[NIPS} Conference,
Denver, Colorado, USA, November 29 - December 4, 1999]",The Entropy Regularization Information Criterion,"Alexander J. Smola;John Shawe{-}Taylor;Bernhard Sch{\""{o}}lkopf;Robert C. Williamson",1999
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 12, {[NIPS} Conference,
Denver, Colorado, USA, November 29 - December 4, 1999]",Support Vector Method for Novelty Detection,"Bernhard Sch{\""{o}}lkopf;Robert C. Williamson;Alexander J. Smola;John Shawe{-}Taylor;John C. Platt",1999
Robert C. Williamson,Paper,Autom.,"On the Relationship Between Behavioural and Standard Methods for System
Identification",Erik Weyer;Robert C. Williamson;Iven M. Y. Mareels,1998
Robert C. Williamson,Paper,{IEEE} Trans. Inf. Theory,Structural Risk Minimization Over Data-Dependent Hierarchies,John Shawe{-}Taylor;Peter L. Bartlett;Robert C. Williamson;Martin Anthony,1998
Robert C. Williamson,Paper,{IEEE} Trans. Inf. Theory,The Importance of Convexity in Learning with Squared Loss,Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1998
Robert C. Williamson,Journal,"Proceedings of the 1998 {IEEE} International Conference on Acoustics,
Speech and Signal Processing, {ICASSP} '98, Seattle, Washington, USA,
May 12-15, 1998",Broadband beamforming using elementary shape invariant beampatterns,Thushara D. Abhayapala;Rodney A. Kennedy;Robert C. Williamson,1998
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 11, {[NIPS} Conference,
Denver, Colorado, USA, November 30 - December 5, 1998]",Shrinking the Tube: {A} New Support Vector Regression Algorithm,"Bernhard Sch{\""{o}}lkopf;Peter L. Bartlett;Alexander J. Smola;Robert C. Williamson",1998
Robert C. Williamson,Paper,Math. Control. Signals Syst.,Online learning via congregational gradient descent,Kim L. Blackmore;Robert C. Williamson;Iven M. Y. Mareels;William A. Sethares,1997
Robert C. Williamson,Paper,Neural Comput.,"Correction to 'Lower Bounds on the VC-Dimension of Smoothly Parametrized
Function Classes'",Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1997
Robert C. Williamson,Paper,Signal Process.,Sampling rate versus quantisation in speech coders,Jennifer A. Fulton;Robert R. Bitmead;Robert C. Williamson,1997
Robert C. Williamson,Paper,{IEEE} Trans. Inf. Theory,Decision region approximation by polynomials or neural networks,Kim L. Blackmore;Robert C. Williamson;Iven M. Y. Mareels,1997
Robert C. Williamson,Journal,"Proceedings of the Tenth Annual Conference on Computational Learning
Theory, {COLT} 1997, Nashville, Tennessee, USA, July 6-9, 1997",A {PAC} Analysis of a Bayesian Estimator,John Shawe{-}Taylor;Robert C. Williamson,1997
Robert C. Williamson,Journal,"1997 {IEEE} International Conference on Acoustics, Speech, and Signal
Processing, {ICASSP} '97, Munich, Germany, April 21-24, 1997",An adaptive algorithm for broadband frequency invariant beamforming,Darren B. Ward;Rodney A. Kennedy;Robert C. Williamson,1997
Robert C. Williamson,Paper,J. Comput. Syst. Sci.,Fat-Shattering and the Learnability of Real-Valued Functions,Peter L. Bartlett;Philip M. Long;Robert C. Williamson,1996
Robert C. Williamson,Paper,Neural Comput.,"The {VC} Dimension and Pseudodimension of Two-Layer Neural Networks
with Discrete Inputs",Peter L. Bartlett;Robert C. Williamson,1996
Robert C. Williamson,Paper,{IEEE} Signal Process. Lett.,{FIR} filter design for frequency invariant beamformers,Darren B. Ward;Rodney A. Kennedy;Robert C. Williamson,1996
Robert C. Williamson,Paper,{IEEE} Trans. Inf. Theory,Efficient agnostic learning of neural networks with bounded fan-in,Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1996
Robert C. Williamson,Journal,"Proceedings of the Ninth Annual Conference on Computational Learning
Theory, {COLT} 1996, Desenzano del Garda, Italy, June 28-July 1, 1996",A Framework for Structural Risk Minimisation,John Shawe{-}Taylor;Peter L. Bartlett;Robert C. Williamson;Martin Anthony,1996
Robert C. Williamson,Journal,"Proceedings of the Ninth Annual Conference on Computational Learning
Theory, {COLT} 1996, Desenzano del Garda, Italy, June 28-July 1, 1996",The Importance of Convexity in Learning with Squared Loss,Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1996
Robert C. Williamson,Journal,"1996 {IEEE} International Conference on Acoustics, Speech, and Signal
Processing Conference Proceedings, {ICASSP} '96, Atlanta, Georgia,
USA, May 7-10, 1996",Nearfield broadband frequency invariant beamforming,Rodney A. Kennedy;Thushara D. Abhayapala;Darren B. Ward;Robert C. Williamson,1996
Robert C. Williamson,Paper,Math. Control. Signals Syst.,"Neural networks, rational functions, and realization theory",Uwe Helmke;Robert C. Williamson,1995
Robert C. Williamson,Paper,Neural Comput.,"Lower Bounds on the {VC} Dimension of Smoothly Parameterized Function
Classes",Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1995
Robert C. Williamson,Paper,{IEEE} Trans. Neural Networks,Existence and uniqueness results for neural network approximations,Robert C. Williamson;Uwe Helmke,1995
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,"Characterization of threshold for single tone maximum likelihood frequency
estimation",Ben James;Brian D. O. Anderson;Robert C. Williamson,1995
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,"An efficient calculation of the moments of matched and mismatched
hidden Markov models",Mehmet Karan;Brian D. O. Anderson;Robert C. Williamson,1995
Robert C. Williamson,Journal,"Proceedings of the Eigth Annual Conference on Computational Learning
Theory, {COLT} 1995, Santa Cruz, California, USA, July 5-8, 1995",Online Learning via Congregational Gradient Descent,Kim L. Blackmore;Robert C. Williamson;Iven M. Y. Mareels;William A. Sethares,1995
Robert C. Williamson,Journal,"Proceedings of the Eigth Annual Conference on Computational Learning
Theory, {COLT} 1995, Santa Cruz, California, USA, July 5-8, 1995",On Efficient Agnostic Learning of Linear Combinations of Basis Functions,Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1995
Robert C. Williamson,Journal,"Proceedings of International Conference on Neural Networks (ICNN'95),
Perth, WA, Australia, November 27 - December 1, 1995",Learning curves from a modified VC-formalism: a case study,Adam Kowalczyk;J. Szymariski;Robert C. Williamson,1995
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 8, NIPS, Denver,
CO, USA, November 27-30, 1995",Examples of learning curves from a modified VC-formalism,Adam Kowalczyk;Jacek Szymanski;Peter L. Bartlett;Robert C. Williamson,1995
Robert C. Williamson,Paper,Signal Process.,Threshold effects in multiharmonic maximum likelihood frequency estimation,Robert C. Williamson;Ben James;Brian D. O. Anderson;Peter J. Kootsookos,1994
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,"Conditional mean and maximum likelihood approaches to multiharmonic
frequency estimation",Ben James;Brian D. O. Anderson;Robert C. Williamson,1994
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,"Performance of the maximum likelihood constant frequency estimator
for frequency tracking",Mehmet Karan;Robert C. Williamson;Brian D. O. Anderson,1994
Robert C. Williamson,Journal,"Proceedings of the Seventh Annual {ACM} Conference on Computational
Learning Theory, {COLT} 1994, New Brunswick, NJ, USA, July 12-15,
1994",Fat-Shattering and the Learnability of Real-Valued Functions,Peter L. Bartlett;Philip M. Long;Robert C. Williamson,1994
Robert C. Williamson,Journal,"Proceedings of the Seventh Annual {ACM} Conference on Computational
Learning Theory, {COLT} 1994, New Brunswick, NJ, USA, July 12-15,
1994","Lower Bounds on the VC-Dimension of Smoothly Parametrized Function
Classes",Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,1994
Robert C. Williamson,Journal,"Proceedings of {ICASSP} '94: {IEEE} International Conference on Acoustics,
Speech and Signal Processing, Adelaide, South Australia, Australia,
April 19-22, 1994",A simple calculation of the joint moments of hidden Markov models,Mehmet Karan;Brian D. O. Anderson;Robert C. Williamson,1994
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,"The relationship between instantaneous frequency and time-frequency
representations",Brian C. Lovell;Robert C. Williamson;Boualem Boashash,1993
Robert C. Williamson,Paper,{IEEE} Trans. Signal Process.,The statistical performance of some instantaneous frequency estimators,Brian C. Lovell;Robert C. Williamson,1992
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 5, {[NIPS} Conference,
Denver, Colorado, USA, November 30 - December 3, 1992]",Rational Parametrizations of Neural Networks,Uwe Helmke;Robert C. Williamson,1992
Robert C. Williamson,Paper,Inf. Sci.,"An extreme limit theorem for dependency bounds of normalized sums
of random variables",Robert C. Williamson,1991
Robert C. Williamson,Journal,"Proceedings of the Fourth Annual Workshop on Computational Learning
Theory, {COLT} 1991, Santa Cruz, California, USA, August 5-7, 1991",Investigating the Distribution Assumptions in the Pac Learning Model,Peter L. Bartlett;Robert C. Williamson,1991
Robert C. Williamson,Journal,"1991 International Conference on Acoustics, Speech, and Signal Processing,
{ICASSP} '91, Toronto, Ontario, Canada, May 14-17, 1991",The circular nature of discrete-time frequency estimates,Brian C. Lovell;Peter J. Kootsookos;Robert C. Williamson,1991
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 4, {[NIPS} Conference,
Denver, Colorado, USA, December 2-5, 1991]","Splines, Rational Functions and Neural Networks",Robert C. Williamson;Peter L. Bartlett,1991
Robert C. Williamson,Paper,Int. J. Approx. Reason.,"Probabilistic arithmetic. I. Numerical methods for calculating convolutions
and dependency bounds",Robert C. Williamson;Tom Downs,1990
Robert C. Williamson,Journal,"Advances in Neural Information Processing Systems 3, {[NIPS} Conference,
Denver, Colorado, USA, November 26-29, 1990]",epsilon-Entropy and the Complexity of Feedforward Neural Networks,Robert C. Williamson,1990
Seong Joon Oh,Paper,{IEEE} Trans. Pattern Anal. Mach. Intell.,"Evaluation for Weakly Supervised Object Localization: Protocol, Metrics,
and Datasets",Junsuk Choe;Seong Joon Oh;Sanghyuk Chun;Seungho Lee;Zeynep Akata;Hyunjung Shim,2023
Seong Joon Oh,Journal,"International Conference on Machine Learning, {ICML} 2023, 23-29 July
2023, Honolulu, Hawaii, {USA}","Probabilistic Contrastive Learning Recovers the Correct Aleatoric
Uncertainty of Ambiguous Inputs",Michael Kirchhof;Enkelejda Kasneci;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,"Probabilistic Contrastive Learning Recovers the Correct Aleatoric
Uncertainty of Ambiguous Inputs",Michael Kirchhof;Enkelejda Kasneci;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,"Neglected Free Lunch; Learning Image Classifiers Using Annotation
Byproducts",Dongyoon Han;Junsuk Choe;Seonghyeok Chun;John Joon Young Chung;Minsuk Chang;Sangdoo Yun;Jean Y. Song;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,Playing repeated games with Large Language Models,Elif Akata;Lion Schulz;Julian Coda{-}Forno;Seong Joon Oh;Matthias Bethge;Eric Schulz,2023
Seong Joon Oh,Paper,CoRR,A Bayesian Perspective On Training Data Attribution,Elisa Nguyen;Minjoon Seo;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,ProPILE: Probing Privacy Leakage in Large Language Models,Siwon Kim;Sangdoo Yun;Hwaran Lee;Martin Gubri;Sungroh Yoon;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,"{URL:} {A} Representation Learning Benchmark for Transferable Uncertainty
Estimates",Michael Kirchhof;B{\'{a}}lint Mucs{\'{a}}nyi;Seong Joon Oh;Enkelejda Kasneci,2023
Seong Joon Oh,Paper,CoRR,Trustworthy Machine Learning,B{\'{a}}lint Mucs{\'{a}}nyi;Michael Kirchhof;Elisa Nguyen;Alexander Rubinstein;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,Exploring Practitioner Perspectives On Training Data Attribution Explanations,Elisa Nguyen;Evgenii Kortukov;Jean Y. Song;Seong Joon Oh,2023
Seong Joon Oh,Paper,CoRR,"Shortcut Bias Mitigation via Ensemble Diversity Using Diffusion Probabilistic
Models",Luca Scimeca;Alexander Rubinstein;Damien Teney;Seong Joon Oh;Armand Mihai Nicolicioiu;Yoshua Bengio,2023
Seong Joon Oh,Journal,"Thirty-Sixth {AAAI} Conference on Artificial Intelligence, {AAAI}
2022, Thirty-Fourth Conference on Innovative Applications of Artificial
Intelligence, {IAAI} 2022, The Twelveth Symposium on Educational Advances
in Artificial Intelligence, {EAAI} 2022 Virtual Event, February 22
- March 1, 2022","{ALP:} Data Augmentation Using Lexicalized PCFGs for Few-Shot Text
Classification",Hazel H. Kim;Daecheol Woo;Seong Joon Oh;Jeong{-}Won Cha;Yo{-}Sub Han,2022
Seong Joon Oh,Journal,"{IEEE/CVF} Conference on Computer Vision and Pattern Recognition,
{CVPR} 2022, New Orleans, LA, USA, June 18-24, 2022","Weakly Supervised Semantic Segmentation using Out-of-Distribution
Data",Jungbeom Lee;Seong Joon Oh;Sangdoo Yun;Junsuk Choe;Eunji Kim;Sungroh Yoon,2022
Seong Joon Oh,Journal,"Computer Vision - {ECCV} 2022 - 17th European Conference, Tel Aviv,
Israel, October 23-27, 2022, Proceedings, Part {VIII}","{ECCV} Caption: Correcting False Negatives by Collecting Machine-and-Human-verified
Image-Caption Associations for {MS-COCO}",Sanghyuk Chun;Wonjae Kim;Song Park;Minsuk Chang;Seong Joon Oh,2022
Seong Joon Oh,Journal,"The Tenth International Conference on Learning Representations, {ICLR}
2022, Virtual Event, April 25-29, 2022","Which Shortcut Cues Will DNNs Choose? {A} Study from the Parameter-Space
Perspective",Luca Scimeca;Seong Joon Oh;Sanghyuk Chun;Michael Poli;Sangdoo Yun,2022
Seong Joon Oh,Journal,"International Conference on Machine Learning, {ICML} 2022, 17-23 July
2022, Baltimore, Maryland, {USA}",Dataset Condensation via Efficient Synthetic-Data Parameterization,Jang{-}Hyun Kim;Jinuk Kim;Seong Joon Oh;Sangdoo Yun;Hwanjun Song;Joonhyun Jeong;Jung{-}Woo Ha;Hyun Oh Song,2022
Seong Joon Oh,Journal,NeurIPS,SelecMix: Debiased Learning by Contradicting-pair Sampling,Inwoo Hwang;Sangjun Lee;Yunhyeok Kwak;Seong Joon Oh;Damien Teney;Jin{-}Hwa Kim;Byoung{-}Tak Zhang,2022
Seong Joon Oh,Paper,CoRR,"Weakly Supervised Semantic Segmentation using Out-of-Distribution
Data",Jungbeom Lee;Seong Joon Oh;Sangdoo Yun;Junsuk Choe;Eunji Kim;Sungroh Yoon,2022
Seong Joon Oh,Paper,CoRR,"{ECCV} Caption: Correcting False Negatives by Collecting Machine-and-Human-verified
Image-Caption Associations for {MS-COCO}",Sanghyuk Chun;Wonjae Kim;Song Park;Minsuk Chang;Seong Joon Oh,2022
Seong Joon Oh,Paper,CoRR,Dataset Condensation via Efficient Synthetic-Data Parameterization,Jang{-}Hyun Kim;Jinuk Kim;Seong Joon Oh;Sangdoo Yun;Hwanjun Song;Joonhyun Jeong;Jung{-}Woo Ha;Hyun Oh Song,2022
Seong Joon Oh,Paper,CoRR,"{ID} and {OOD} Performance Are Sometimes Inversely Correlated on Real-world
Datasets",Damien Teney;Yong Lin;Seong Joon Oh;Ehsan Abbasnejad,2022
Seong Joon Oh,Paper,CoRR,Scratching Visual Transformer's Back with Uniform Attention,Nam Hyeon{-}Woo;Kim Yu{-}Ji;Byeongho Heo;Dongyoon Han;Seong Joon Oh;Tae{-}Hyun Oh,2022
Seong Joon Oh,Paper,CoRR,SelecMix: Debiased Learning by Contradicting-pair Sampling,Inwoo Hwang;Sangjun Lee;Yunhyeok Kwak;Seong Joon Oh;Damien Teney;Jin{-}Hwa Kim;Byoung{-}Tak Zhang,2022
Seong Joon Oh,Paper,Pattern Recognit.,"Region-based dropout with attention prior for weakly supervised object
localization",Junsuk Choe;Dongyoon Han;Sangdoo Yun;Jung{-}Woo Ha;Seong Joon Oh;Hyunjung Shim,2021
Seong Joon Oh,Journal,"{IEEE} Conference on Computer Vision and Pattern Recognition, {CVPR}
2021, virtual, June 19-25, 2021","Re-Labeling ImageNet: From Single to Multi-Labels, From Global to
Localized Labels",Sangdoo Yun;Seong Joon Oh;Byeongho Heo;Dongyoon Han;Junsuk Choe;Sanghyuk Chun,2021
Seong Joon Oh,Journal,"{IEEE} Conference on Computer Vision and Pattern Recognition, {CVPR}
2021, virtual, June 19-25, 2021",Probabilistic Embeddings for Cross-Modal Retrieval,Sanghyuk Chun;Seong Joon Oh;Rafael Sampaio de Rezende;Yannis Kalantidis;Diane Larlus,2021
Seong Joon Oh,Journal,"2021 {IEEE/CVF} International Conference on Computer Vision, {ICCV}
2021, Montreal, QC, Canada, October 10-17, 2021",Keep {CALM} and Improve Visual Feature Attribution,Jae{-}Myung Kim;Junsuk Choe;Zeynep Akata;Seong Joon Oh,2021
Seong Joon Oh,Journal,"2021 {IEEE/CVF} International Conference on Computer Vision, {ICCV}
2021, Montreal, QC, Canada, October 10-17, 2021",Rethinking Spatial Dimensions of Vision Transformers,Byeongho Heo;Sangdoo Yun;Dongyoon Han;Sanghyuk Chun;Junsuk Choe;Seong Joon Oh,2021
Seong Joon Oh,Journal,"9th International Conference on Learning Representations, {ICLR} 2021,
Virtual Event, Austria, May 3-7, 2021","AdamP: Slowing Down the Slowdown for Momentum Optimizers on Scale-invariant
Weights",Byeongho Heo;Sanghyuk Chun;Seong Joon Oh;Dongyoon Han;Sangdoo Yun;Gyuwan Kim;Youngjung Uh;Jung{-}Woo Ha,2021
Seong Joon Oh,Journal,"Advances in Neural Information Processing Systems 34: Annual Conference
on Neural Information Processing Systems 2021, NeurIPS 2021, December
6-14, 2021, virtual","Neural Hybrid Automata: Learning Dynamics With Multiple Modes and
Stochastic Transitions",Michael Poli;Stefano Massaroli;Luca Scimeca;Sanghyuk Chun;Seong Joon Oh;Atsushi Yamashita;Hajime Asama;Jinkyoo Park;Animesh Garg,2021
Seong Joon Oh,Paper,CoRR,"Re-labeling ImageNet: from Single to Multi-Labels, from Global to
Localized Labels",Sangdoo Yun;Seong Joon Oh;Byeongho Heo;Dongyoon Han;Junsuk Choe;Sanghyuk Chun,2021
Seong Joon Oh,Paper,CoRR,Probabilistic Embeddings for Cross-Modal Retrieval,Sanghyuk Chun;Seong Joon Oh;Rafael Sampaio de Rezende;Yannis Kalantidis;Diane Larlus,2021
Seong Joon Oh,Paper,CoRR,Rethinking Spatial Dimensions of Vision Transformers,Byeongho Heo;Sangdoo Yun;Dongyoon Han;Sanghyuk Chun;Junsuk Choe;Seong Joon Oh,2021
Seong Joon Oh,Paper,CoRR,"Neural Hybrid Automata: Learning Dynamics with Multiple Modes and
Stochastic Transitions",Michael Poli;Stefano Massaroli;Luca Scimeca;Seong Joon Oh;Sanghyuk Chun;Atsushi Yamashita;Hajime Asama;Jinkyoo Park;Animesh Garg,2021
Seong Joon Oh,Paper,CoRR,Keep {CALM} and Improve Visual Feature Attribution,Jae{-}Myung Kim;Junsuk Choe;Zeynep Akata;Seong Joon Oh,2021
Seong Joon Oh,Paper,CoRR,"Which Shortcut Cues Will DNNs Choose? {A} Study from the Parameter-Space
Perspective",Luca Scimeca;Seong Joon Oh;Sanghyuk Chun;Michael Poli;Sangdoo Yun,2021
